company_name,job_title,job_category,location,relevance_score,source_platform,source_url,posted_date,matched_keywords
Tanium,SSPM Product Manager,SSPM,"Denver, CO",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=sspm-product-manager%20tanium,2025-11-27,"cloud application security, generative ai compliance, security posture management, llm security, ai security"
Zendesk,SOC Analyst,SSPM,"Austin, TX",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=soc-analyst%20zendesk,2025-11-29,"saas audit, saas posture management, sanctioned it, saas risk, llm compliance"
SendGrid,Threat Detection Engineer,SSPM,Remote,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=threat-detection-engineer%20sendgrid,2025-11-25,"sanctioned it, saas compliance, security posture management, saas risk, autonomous agent security"
Microsoft,Director of Security,SSPM,"Denver, CO",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=director-of-security%20microsoft,2025-11-27,"llm compliance, cloud app security, sanctioned it, ai security"
Amplitude,LLM Security Specialist,AI Agent Security,"Seattle, WA",0.7,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=llm-security-specialist%20amplitude,2025-12-01,"sanctioned it, ai agent risk, ai security"
Proofpoint,Risk Manager,SaaS Compliance,"Toronto, Canada",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=risk-manager%20proofpoint,2025-12-02,"cloud compliance, generative ai compliance, cloud app security, ai policy"
CVS Health,Application Security Engineer,SaaS Security,Remote,0.8,Hiring Cafe,https://hiring.cafe/?search=application-security-engineer,2025-12-02,"ai agent risk, cloud app security, cloud compliance"
Etsy,Lead Security Engineer,SSPM,"San Francisco, CA",0.85,Hiring Cafe,https://hiring.cafe/?search=lead-security-engineer,2025-11-30,"ai agent security, saas security posture, sanctioned it"
Databricks,Compliance Engineer,SSPM,Hybrid - Bay Area,0.85,Hiring Cafe,https://hiring.cafe/?search=compliance-engineer,2025-11-25,"shadow it, saas security posture"
SendGrid,Security Engineer,SaaS Security,"New York, NY",0.85,Hiring Cafe,https://hiring.cafe/?search=security-engineer,2025-11-26,"saas security, cloud application security, saas audit"
CircleCI,SOC Analyst,SaaS Security,"Boston, MA",0.85,Hiring Cafe,https://hiring.cafe/?search=soc-analyst,2025-11-26,"cloud application security, saas governance, ai security, sanctioned it, ai policy"
Arctic Wolf,GRC Analyst,SaaS Security,Remote (US),0.9,Hiring Cafe,https://hiring.cafe/?search=grc-analyst,2025-11-26,"saas risk, ai compliance, cloud application security, generative ai compliance, llm security"
Microsoft,Threat Detection Engineer,SaaS Security,"Toronto, Canada",0.7,Hiring Cafe,https://hiring.cafe/?search=threat-detection-engineer,2025-11-30,"llm security, sanctioned it"
SUSE,Cloud Security Engineer,SSPM,"Toronto, Canada",0.85,Hiring Cafe,https://hiring.cafe/?search=cloud-security-engineer,2025-11-30,"shadow it, saas risk, autonomous agent security"
CyberArk,Cloud Security Analyst,SSPM,Remote,0.85,Hiring Cafe,https://hiring.cafe/?search=cloud-security-analyst,2025-11-25,"cloud compliance, security posture management, saas posture management, ai agent risk"
PayPal,LLM Security Specialist,SSPM,"San Francisco, CA",0.85,Hiring Cafe,https://hiring.cafe/?search=llm-security-specialist,2025-11-30,"sspm, security posture management, ai security"
Veza,Lead Security Engineer,AI Compliance,"New York, NY",0.7,Hiring Cafe,https://hiring.cafe/?search=lead-security-engineer,2025-11-27,"llm compliance, ai governance"
A10 Networks,Security Auditor,SaaS Security,Remote (US),0.7,Hiring Cafe,https://hiring.cafe/?search=security-auditor,2025-12-01,"ai security, genai security, shadow it"
Symantec,Security Posture Analyst,SaaS Compliance,"Toronto, Canada",0.85,Hiring Cafe,https://hiring.cafe/?search=security-posture-analyst,2025-11-28,"saas compliance, llm compliance, shadow it, llm security, ai governance"
Rubrik,Security Analyst,SSPM,"San Francisco, CA",0.85,Hiring Cafe,https://hiring.cafe/?search=security-analyst,2025-12-02,"saas risk, saas posture management, sanctioned it, generative ai compliance"
Datadog,Threat Detection Engineer,SSPM,"Austin, TX",0.85,Hiring Cafe,https://hiring.cafe/?search=threat-detection-engineer,2025-11-25,"ai agent security, cloud app security, security posture management, saas compliance"
Auth0,Security Manager,AI Agent Security,"Boston, MA",0.85,Hiring Cafe,https://hiring.cafe/?search=security-manager,2025-11-29,"autonomous agent security, ai agent security, ai governance, saas security"
Northrop Grumman,Threat Detection Engineer,SSPM,"San Francisco, CA",0.85,Hiring Cafe,https://hiring.cafe/?search=threat-detection-engineer,2025-11-30,"saas risk, cloud app security, saas audit"
Costco,Security Compliance Manager,SSPM,"San Francisco, CA",0.85,Hiring Cafe,https://hiring.cafe/?search=security-compliance-manager,2025-12-02,"saas audit, cloud compliance, saas posture management, autonomous agent security"
Amazon,Director of Security,SaaS Security,"Boston, MA",0.85,Hiring Cafe,https://hiring.cafe/?search=director-of-security,2025-11-30,"saas audit, saas risk, genai security, ai security, saas security"
Red Hat,Risk Manager,SaaS Compliance,"Seattle, WA",0.85,Hiring Cafe,https://hiring.cafe/?search=risk-manager,2025-11-26,"saas compliance, ai policy, cloud app security"
Fastly,Compliance Engineer,SaaS Security,"Austin, TX",0.85,Hiring Cafe,https://hiring.cafe/?search=compliance-engineer,2025-11-25,"autonomous agent security, cloud app security, saas governance, ai security, saas security posture"
Tanium,SSPM Product Manager,SSPM,"London, UK",0.85,Hiring Cafe,https://hiring.cafe/?search=sspm-product-manager,2025-11-27,"cloud compliance, saas governance, sspm"
Cisco,GRC Analyst,SSPM,"London, UK",0.85,Hiring Cafe,https://hiring.cafe/?search=grc-analyst,2025-11-30,"ai security, cloud application security, security posture management, saas audit, saas posture management"
Orca Security,Security Analyst,AI Compliance,"Denver, CO",0.7,Hiring Cafe,https://hiring.cafe/?search=security-analyst,2025-11-26,"llm compliance, ai policy"
Forescout,Security Posture Analyst,SSPM,"Denver, CO",0.85,Hiring Cafe,https://hiring.cafe/?search=security-posture-analyst,2025-11-28,"sspm, autonomous agent security, ai governance"
Northrop Grumman,Risk Manager,SSPM,"Boston, MA",0.85,Hiring Cafe,https://hiring.cafe/?search=risk-manager,2025-11-30,"ai policy, saas risk, saas posture management, sspm"
Blue Prism,Lead Security Engineer,SaaS Security,"Boston, MA",0.85,Hiring Cafe,https://hiring.cafe/?search=lead-security-engineer,2025-11-27,"cloud app security, generative ai compliance"
8x8,Director of Security,SaaS Compliance,Hybrid - Bay Area,0.85,Hiring Cafe,https://hiring.cafe/?search=director-of-security,2025-11-25,"llm compliance, saas risk"
Cylance,Risk Manager,SaaS Compliance,"Boston, MA",0.85,Hiring Cafe,https://hiring.cafe/?search=risk-manager,2025-11-28,"saas risk, saas compliance"
Cloudflare,Incident Response Engineer,AI Compliance,"Toronto, Canada",0.85,Hiring Cafe,https://hiring.cafe/?search=incident-response-engineer,2025-12-02,"cloud compliance, ai compliance, sanctioned it, ai policy, genai security"
Stripe,Security Compliance Manager,AI Compliance,"Austin, TX",0.8,Hiring Cafe,https://hiring.cafe/?search=security-compliance-manager,2025-11-29,"cloud compliance, genai security, ai policy, ai compliance"
Twilio,LLM Security Specialist,SSPM,"Toronto, Canada",0.9,Hiring Cafe,https://hiring.cafe/?search=llm-security-specialist,2025-11-30,"sspm, ai security, autonomous agent security, saas security posture"
Capital One,Cloud Security Architect,SaaS Security,"Austin, TX",0.85,Hiring Cafe,https://hiring.cafe/?search=cloud-security-architect,2025-11-29,"saas security, saas risk, saas governance, ai governance"
Check Point,VP of Security,SaaS Security,"New York, NY",0.85,Hiring Cafe,https://hiring.cafe/?search=vp-of-security,2025-12-01,"ai agent risk, cloud app security, cloud compliance, cloud application security"
SentinelOne,Director of Security,SSPM,"Austin, TX",0.85,Hiring Cafe,https://hiring.cafe/?search=director-of-security,2025-11-27,"saas security, saas posture management"
Claroty,Security Manager,SaaS Security,"Austin, TX",0.85,Hiring Cafe,https://hiring.cafe/?search=security-manager,2025-11-28,"cloud app security, saas security, cloud governance, ai compliance"
Symantec,Security Auditor,SSPM,Remote,0.85,Hiring Cafe,https://hiring.cafe/?search=security-auditor,2025-11-30,"saas posture management, ai policy, saas risk, ai agent risk"
eBay,Security Auditor,AI Agent Security,Hybrid - Bay Area,0.9,Hiring Cafe,https://hiring.cafe/?search=security-auditor,2025-11-26,"autonomous agent security, llm security, llm compliance, sanctioned it"
PagerDuty,SaaS Security Posture Manager,SSPM,Remote (US),0.85,Hiring Cafe,https://hiring.cafe/?search=saas-security-posture-manager,2025-11-27,"sanctioned it, ai agent security, saas audit, cloud compliance, cloud app security"
HubSpot,SOC Analyst,SSPM,"San Francisco, CA",0.85,Hiring Cafe,https://hiring.cafe/?search=soc-analyst,2025-12-02,"saas governance, cloud compliance, cloud governance, sspm, ai security"
Accenture,Director of Security,SaaS Security,"Toronto, Canada",0.85,Hiring Cafe,https://hiring.cafe/?search=director-of-security,2025-11-28,"genai security, saas risk"
Cloudflare,Security Compliance Manager,SaaS Security,"Toronto, Canada",0.8,Hiring Cafe,https://hiring.cafe/?search=security-compliance-manager,2025-11-27,"cloud governance, cloud app security"
Aqua Security,SSPM Product Manager,SaaS Security,"San Francisco, CA",0.8,Hiring Cafe,https://hiring.cafe/?search=sspm-product-manager,2025-12-01,"ai governance, cloud application security, cloud governance, sanctioned it, cloud app security"
Adobe,Application Security Engineer,SSPM,"Austin, TX",0.85,Hiring Cafe,https://hiring.cafe/?search=application-security-engineer,2025-11-28,"autonomous agent security, saas governance"
CyberArk,SaaS Security Engineer,SSPM,Remote (US),0.85,Hiring Cafe,https://hiring.cafe/?search=saas-security-engineer,2025-11-30,"saas risk, cloud governance, shadow it, ai agent risk"
Confluent,Senior Security Engineer,SaaS Compliance,Remote (US),0.85,Hiring Cafe,https://hiring.cafe/?search=senior-security-engineer,2025-11-25,"saas compliance, sanctioned it, cloud governance, ai compliance"
Zoom Video,Incident Response Engineer,SSPM,Hybrid - Bay Area,0.85,Hiring Cafe,https://hiring.cafe/?search=incident-response-engineer,2025-11-27,"saas governance, shadow it"
A10 Networks,Principal Security Engineer,SSPM,"London, UK",0.85,Hiring Cafe,https://hiring.cafe/?search=principal-security-engineer,2025-11-29,"sspm, llm compliance, ai governance, saas audit, genai security"
WorkFusion,Application Security Engineer,AI Compliance,"Boston, MA",0.8,Hiring Cafe,https://hiring.cafe/?search=application-security-engineer,2025-11-26,"ai governance, llm compliance"
Square,Cloud Posture Engineer,SaaS Compliance,"London, UK",0.9,Hiring Cafe,https://hiring.cafe/?search=cloud-posture-engineer,2025-11-27,"cloud compliance, saas compliance, cloud application security"
Duo Security,Cloud Posture Engineer,SaaS Security,"Toronto, Canada",0.85,Hiring Cafe,https://hiring.cafe/?search=cloud-posture-engineer,2025-11-25,"ai compliance, ai agent security, cloud compliance, saas security"
ExxonMobil,Cloud Security Analyst,AI Compliance,"Toronto, Canada",0.8,Hiring Cafe,https://hiring.cafe/?search=cloud-security-analyst,2025-11-26,"saas risk, ai governance, generative ai compliance"
JPMorgan,Security Engineer,SSPM,Hybrid - Bay Area,0.85,Hiring Cafe,https://hiring.cafe/?search=security-engineer,2025-11-29,"cloud application security, security posture management, genai security, saas governance"
Commvault,Cloud Posture Engineer,AI Compliance,"New York, NY",0.8,Hiring Cafe,https://hiring.cafe/?search=cloud-posture-engineer,2025-11-29,"ai compliance, shadow it, generative ai compliance, ai governance"
Datadog,SSPM Product Manager,SSPM,Hybrid - Bay Area,0.85,Hiring Cafe,https://hiring.cafe/?search=sspm-product-manager,2025-11-29,"saas compliance, saas security posture, genai security"
ExxonMobil,Security Operations Engineer,SaaS Security,"San Francisco, CA",0.7,Hiring Cafe,https://hiring.cafe/?search=security-operations-engineer,2025-12-01,"sanctioned it, llm security, saas risk"
Comcast,Security Team Lead,AI Agent Security,"New York, NY",0.8,Hiring Cafe,https://hiring.cafe/?search=security-team-lead,2025-11-29,"llm security, cloud compliance, autonomous agent security, genai security"
Citi,SSPM Engineer,SSPM,Remote (US),0.85,Hiring Cafe,https://hiring.cafe/?search=sspm-engineer,2025-11-25,"saas audit, saas governance, saas security posture, llm security"
Chorus.ai,VP of Security,SaaS Compliance,"Austin, TX",0.85,Hiring Cafe,https://hiring.cafe/?search=vp-of-security,2025-11-29,"sanctioned it, cloud compliance, saas governance"
Deloitte,SSPM Product Manager,AI Agent Security,"San Francisco, CA",0.7,Hiring Cafe,https://hiring.cafe/?search=sspm-product-manager,2025-11-28,"ai security, autonomous agent security"
Cybereason,Security Software Engineer,SaaS Security,"Austin, TX",0.85,Hiring Cafe,https://hiring.cafe/?search=security-software-engineer,2025-11-30,"saas risk, saas security"
Sprint,Security Team Lead,SaaS Compliance,"Toronto, Canada",0.85,Hiring Cafe,https://hiring.cafe/?search=security-team-lead,2025-11-29,"saas compliance, ai compliance, autonomous agent security, cloud app security"
Amplitude,SOC Analyst,SaaS Security,"Denver, CO",0.8,Hiring Cafe,https://hiring.cafe/?search=soc-analyst,2025-11-29,"ai agent security, saas audit"
Zoom Video,Cloud Security Engineer,AI Compliance,Remote,0.85,Hiring Cafe,https://hiring.cafe/?search=cloud-security-engineer,2025-11-30,"ai governance, security posture management, llm compliance, ai compliance, ai policy"
Kryon,SSPM Engineer,SaaS Security,"Austin, TX",0.9,Hiring Cafe,https://hiring.cafe/?search=sspm-engineer,2025-11-27,"ai agent risk, cloud application security, ai governance, genai security, saas governance"
HashiCorp,SaaS Security Posture Manager,AI Compliance,"San Francisco, CA",0.7,Hiring Cafe,https://hiring.cafe/?search=saas-security-posture-manager,2025-11-27,"ai compliance, llm security"
Lacework,Cloud Security Architect,SaaS Security,"Toronto, Canada",0.9,Hiring Cafe,https://hiring.cafe/?search=cloud-security-architect,2025-11-29,"cloud app security, ai policy, saas security posture, llm security"
Ermetic,Security Operations Engineer,SSPM,"Austin, TX",0.85,Hiring Cafe,https://hiring.cafe/?search=security-operations-engineer,2025-12-01,"cloud app security, ai agent risk, security posture management, llm security"
Varonis,Application Security Engineer,SSPM,Remote (US),0.85,Hiring Cafe,https://hiring.cafe/?search=application-security-engineer,2025-11-29,"cloud application security, shadow it, sspm, saas compliance"
AT&T,Security Analyst,AI Compliance,Remote (US),0.85,Hiring Cafe,https://hiring.cafe/?search=security-analyst,2025-11-29,"sspm, ai compliance, ai policy, llm compliance"
Docker,SSPM Engineer,SaaS Security,"Boston, MA",0.85,Hiring Cafe,https://hiring.cafe/?search=sspm-engineer,2025-11-28,"ai agent security, saas risk, cloud compliance, cloud app security, cloud application security"
DocuSign,Machine Learning Security Engineer,SaaS Security,"Austin, TX",0.85,Hiring Cafe,https://hiring.cafe/?search=machine-learning-security-engineer,2025-11-25,"llm security, cloud application security, saas risk, generative ai compliance"
